Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
"Habitantes de Villa Ángela afrontan Intoxicación por sustancias químicas, Chaco","Un grave intoxicación por sustancias químicas se registró en Villa Ángela, Chaco. El incidente dejando un rastro de destrucción importante. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Intoxicación masiva,-27.544482,-60.702282,31/07/2006
Confirman Vertido contaminante de gran magnitud en Bahía Blanca,"Grave vertido contaminante ocurrió en las inmediaciones de Bahía Blanca, Buenos Aires. El incidente provocando cortes de energía y problemas en el suministro de agua. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Contaminación,-38.767414,-62.258619,02/06/2021
Equipos de emergencia atienden Polución industrial en San Pedro de Jujuy,"Un grave polución industrial se registró en San Pedro de Jujuy, Jujuy. El incidente dejando a varios sectores sin comunicación. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Contaminación,-24.245595,-64.828116,14/11/2014
"Chilecito en alerta por Brote epidémico, La Rioja","Un grave brote epidémico se registró en Chilecito, La Rioja. El incidente causando daños en cultivos y producción agrícola. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Evento sanitario,-29.211144,-67.489029,29/08/2002
Belgrano sufre las consecuencias de Crisis sanitaria,"Grave crisis sanitaria ocurrió en las inmediaciones de Belgrano, CABA. El incidente destruyendo viviendas y dejando a familias evacuadas. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Evento sanitario,-34.517034,-58.425013,15/03/2024
"Contaminación ambiental severa genera crisis en Gaiman, Chubut","Grave contaminación ambiental severa ocurrió en las inmediaciones de Gaiman, Chubut. El incidente interrumpiendo servicios básicos en toda la zona. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Contaminación,-43.241688,-65.540704,24/09/2012
"Se reporta Alerta epidemiológica en zona de Gálvez, Santa Fe","Un grave alerta epidemiológica se registró en Gálvez, Santa Fe. El incidente resultando en el cierre temporal de escuelas y comercios. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Evento sanitario,-32.055839,-61.263639,29/12/2019
"Vertido de químicos sorprende a habitantes de Bell Ville, Córdoba","Grave vertido de químicos ocurrió en las inmediaciones de Bell Ville, Córdoba. El incidente generando caos en el transporte público y privado. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Derrame,-32.611495,-62.717917,20/05/2003
Emergencia de salud pública sorprende a habitantes de Curuzú Cuatiá,"Autoridades confirmaron un emergencia de salud pública en Curuzú Cuatiá, Corrientes. El incidente provocando cortes de energía y problemas en el suministro de agua. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Evento sanitario,-29.771525,-58.072949,19/11/2017
"Situación crítica por Envenenamiento masivo en Gaiman, Chubut","Un grave envenenamiento masivo se registró en Gaiman, Chubut. El incidente generando preocupación entre autoridades provinciales. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Intoxicación masiva,-43.311502,-65.49133,16/08/2008
"Emisión de sustancias tóxicas afecta a Justo Daract, San Luis","Un grave emisión de sustancias tóxicas se registró en Justo Daract, San Luis. El incidente generando preocupación entre autoridades provinciales. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Contaminación,-33.879188,-65.191689,09/04/2012
Habitantes de Caucete afrontan Casos de intoxicación por consumo,"Grave casos de intoxicación por consumo ocurrió en las inmediaciones de Caucete, San Juan. El incidente interrumpiendo servicios básicos en toda la zona. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Intoxicación masiva,-31.678565,-68.327195,11/03/2001
Eldorado afectado por Vertido contaminante,"Un grave vertido contaminante se registró en Eldorado, Misiones. El incidente destruyendo viviendas y dejando a familias evacuadas. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Contaminación,-26.422358,-54.632851,06/05/2009
Intoxicación por sustancias químicas impacta en Azul,"Un grave intoxicación por sustancias químicas se registró en Azul, Buenos Aires. El incidente dejando a la población incomunicada por varias horas. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Intoxicación masiva,-36.746531,-59.820633,22/11/2004
"Situación crítica por Brote de enfermedad contagiosa en Villa María, Córdoba","Autoridades confirmaron un brote de enfermedad contagiosa en Villa María, Córdoba. El incidente dejando a varios sectores sin comunicación. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Evento sanitario,-32.381307,-63.282673,17/05/2023
"Casos múltiples de intoxicación impacta en San Miguel de Tucumán, Tucumán","Un grave casos múltiples de intoxicación se registró en San Miguel de Tucumán, Tucumán. El incidente causando daños en cultivos y producción agrícola. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Intoxicación masiva,-26.788722,-65.253623,08/09/2012
"Confirman Vertido de químicos de gran magnitud en Arroyito, Córdoba","Grave vertido de químicos ocurrió en las inmediaciones de Arroyito, Córdoba. El incidente causando daños en cultivos y producción agrícola. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Derrame,-31.41789,-63.030256,18/03/2013
Habitantes de San Isidro afrontan Crisis sanitaria,"Grave crisis sanitaria ocurrió en las inmediaciones de San Isidro, Buenos Aires. El incidente provocando pánico entre los residentes locales. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Evento sanitario,-34.434307,-58.497454,10/01/2011
"Equipos de emergencia atienden Polución del aire en Trelew, Chubut","Un grave polución del aire se registró en Trelew, Chubut. El incidente resultando en el cierre temporal de escuelas y comercios. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Contaminación,-43.248684,-65.343649,20/03/2001
Preocupación por Alerta epidemiológica en Zapala,"Autoridades confirmaron un alerta epidemiológica en Zapala, Neuquén. El incidente dejando un rastro de destrucción importante. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Evento sanitario,-38.945605,-70.019948,20/01/2020
Emergencia sanitaria por intoxicación sorprende a habitantes de Apóstoles,"Grave emergencia sanitaria por intoxicación ocurrió en las inmediaciones de Apóstoles, Misiones. El incidente interrumpiendo servicios básicos en toda la zona. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Intoxicación masiva,-27.863987,-55.745573,16/06/2017
Serio incidente: Derrame de sustancias tóxicas en Las Heras,"Un grave derrame de sustancias tóxicas se registró en Las Heras, Santa Cruz. El incidente causando daños en cultivos y producción agrícola. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Derrame,-46.513077,-68.925186,05/08/2000
"Declaran emergencia tras Crisis ambiental por contaminantes en Lomas de Zamora, Buenos Aires","Autoridades confirmaron un crisis ambiental por contaminantes en Lomas de Zamora, Buenos Aires. El incidente causando pérdidas millonarias y afectando a cientos de personas. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Contaminación,-34.71363,-58.407698,12/04/2022
"Alerta por Emergencia sanitaria por intoxicación en Rosario, Santa Fe","Autoridades confirmaron un emergencia sanitaria por intoxicación en Rosario, Santa Fe. El incidente obligando a evacuar a residentes de la zona. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Intoxicación masiva,-32.983034,-60.6661,10/03/2016
"Brote de enfermedad contagiosa provoca emergencia en Posadas, Misiones","Un grave brote de enfermedad contagiosa se registró en Posadas, Misiones. El incidente resultando en el cierre temporal de escuelas y comercios. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Evento sanitario,-27.376625,-55.918271,26/07/2017
"Alerta sanitaria provoca emergencia en Comodoro Rivadavia, Chubut","Grave alerta sanitaria ocurrió en las inmediaciones de Comodoro Rivadavia, Chubut. El incidente generando serios daños ambientales en la región. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Evento sanitario,-45.861144,-67.474509,12/07/2023
"Situación crítica por Contaminación de fuente hídrica en Villa Regina, Río Negro","Grave contaminación de fuente hídrica ocurrió en las inmediaciones de Villa Regina, Río Negro. El incidente afectando gravemente la infraestructura local. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Contaminación,-39.104988,-67.067744,22/04/2022
Evacuaciones por Contaminación por derrame en Buenos Aires,"Un grave contaminación por derrame se registró en Buenos Aires, CABA. El incidente provocando la activación de protocolos de emergencia. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Derrame,-34.558927,-58.402371,28/09/2003
Declaran emergencia tras Alerta epidemiológica en Chascomús,"Grave alerta epidemiológica ocurrió en las inmediaciones de Chascomús, Buenos Aires. El incidente bloqueando las principales vías de acceso. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Evento sanitario,-35.542005,-58.03963,19/07/2018
Devastador Vertido de químicos afecta a General Güemes,"Un grave vertido de químicos se registró en General Güemes, Salta. El incidente provocando cortes de energía y problemas en el suministro de agua. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Derrame,-24.645592,-65.054516,07/09/2011
"Evacuaciones por Derrame con riesgo ambiental en Arroyito, Córdoba","Un grave derrame con riesgo ambiental se registró en Arroyito, Córdoba. El incidente causando pérdidas millonarias y afectando a cientos de personas. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Derrame,-31.410104,-63.025025,17/10/2024
Alerta epidemiológica impacta en San Luis,"Autoridades confirmaron un alerta epidemiológica en San Luis, San Luis. El incidente causando daños en cultivos y producción agrícola. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Evento sanitario,-33.308523,-66.370417,24/11/2024
Situación crítica por Crisis ambiental por contaminantes en Posadas,"Grave crisis ambiental por contaminantes ocurrió en las inmediaciones de Posadas, Misiones. El incidente dejando un rastro de destrucción importante. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Contaminación,-27.372361,-55.882472,03/08/2014
