Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
"Avellaneda en alerta por Intoxicación colectiva, Buenos Aires","Grave intoxicación colectiva ocurrió en las inmediaciones de Avellaneda, Buenos Aires. El incidente causando daños en cultivos y producción agrícola. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Intoxicación masiva,-34.624688,-58.360909,21/02/2004
Preocupación por Contaminación en río en Chepes,"Grave contaminación en río ocurrió en las inmediaciones de Chepes, La Rioja. El incidente interrumpiendo servicios básicos en toda la zona. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Contaminación,-31.372513,-66.563242,15/01/2025
Declaran emergencia tras Alerta epidemiológica en San Juan,"Un grave alerta epidemiológica se registró en San Juan, San Juan. El incidente dejando a varios sectores sin comunicación. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Evento sanitario,-31.530308,-68.550212,28/03/2022
Se reporta Emisión de sustancias tóxicas en zona de Quilmes,"Grave emisión de sustancias tóxicas ocurrió en las inmediaciones de Quilmes, Buenos Aires. El incidente dejando a varios sectores sin comunicación. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Contaminación,-34.679596,-58.247332,17/10/2009
Crisis sanitaria genera crisis en Cruz del Eje,"Autoridades confirmaron un crisis sanitaria en Cruz del Eje, Córdoba. El incidente dejando a la población incomunicada por varias horas. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Evento sanitario,-30.748975,-64.8004,01/11/2007
Evacuaciones por Crisis ambiental por contaminantes en Villa Carlos Paz,"Grave crisis ambiental por contaminantes ocurrió en las inmediaciones de Villa Carlos Paz, Córdoba. El incidente destruyendo viviendas y dejando a familias evacuadas. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Contaminación,-31.452373,-64.495719,13/02/2006
"Villa Dolores en alerta por Intoxicación en establecimiento educativo, Córdoba","Autoridades confirmaron un intoxicación en establecimiento educativo en Villa Dolores, Córdoba. El incidente destruyendo viviendas y dejando a familias evacuadas. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Intoxicación masiva,-31.98719,-65.192523,26/07/2016
"Emergencia de salud pública deja múltiples daños en Chascomús, Buenos Aires","Autoridades confirmaron un emergencia de salud pública en Chascomús, Buenos Aires. El incidente generando serios daños ambientales en la región. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Evento sanitario,-35.559212,-58.051864,08/03/2024
"Intoxicación por sustancias químicas genera crisis en Quitilipi, Chaco","Grave intoxicación por sustancias químicas ocurrió en las inmediaciones de Quitilipi, Chaco. El incidente afectando el normal desarrollo de actividades en la zona. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Intoxicación masiva,-26.844678,-60.178136,17/08/2014
"Evacuaciones por Vertido de químicos en Embarcación, Salta","Un grave vertido de químicos se registró en Embarcación, Salta. El incidente dejando a varios sectores sin comunicación. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Derrame,-23.170403,-64.111967,03/02/2017
"Devastador Alerta epidemiológica afecta a Apóstoles, Misiones","Un grave alerta epidemiológica se registró en Apóstoles, Misiones. El incidente dejando a la población incomunicada por varias horas. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Evento sanitario,-27.864524,-55.790537,05/06/2001
"Emergencia por Vertido de químicos en Eduardo Castex, La Pampa","Grave vertido de químicos ocurrió en las inmediaciones de Eduardo Castex, La Pampa. El incidente causando pérdidas millonarias y afectando a cientos de personas. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Derrame,-35.883125,-64.308824,17/02/2009
"Derrame en curso de agua sorprende a habitantes de Río Cuarto, Córdoba","Autoridades confirmaron un derrame en curso de agua en Río Cuarto, Córdoba. El incidente con un saldo inicial de varias personas heridas. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Derrame,-33.159216,-64.325347,18/12/2017
Preocupación por Derrame de sustancias tóxicas en Villa Carlos Paz,"Un grave derrame de sustancias tóxicas se registró en Villa Carlos Paz, Córdoba. El incidente resultando en el cierre temporal de escuelas y comercios. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Derrame,-31.386003,-64.457013,25/01/2005
"Contaminación ambiental severa deja múltiples daños en Centenario, Neuquén","Grave contaminación ambiental severa ocurrió en las inmediaciones de Centenario, Neuquén. El incidente afectando el normal desarrollo de actividades en la zona. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Contaminación,-38.848404,-68.11734,24/06/2000
"Evacuaciones por Vertido de químicos en La Rioja, La Rioja","Un grave vertido de químicos se registró en La Rioja, La Rioja. El incidente provocando la activación de protocolos de emergencia. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Derrame,-29.447153,-66.86994,21/05/2005
Habitantes de Chos Malal afrontan Intoxicación en establecimiento educativo,"Autoridades confirmaron un intoxicación en establecimiento educativo en Chos Malal, Neuquén. El incidente dejando a la población incomunicada por varias horas. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Intoxicación masiva,-37.385726,-70.275822,10/09/2013
Devastador Contaminación en río afecta a Gálvez,"Grave contaminación en río ocurrió en las inmediaciones de Gálvez, Santa Fe. El incidente provocando la activación de protocolos de emergencia. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Contaminación,-32.038623,-61.227339,11/12/2023
"Crisis ambiental por contaminantes afecta a Puerto Deseado, Santa Cruz","Un grave crisis ambiental por contaminantes se registró en Puerto Deseado, Santa Cruz. El incidente afectando el normal desarrollo de actividades en la zona. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Contaminación,-47.747356,-65.909861,11/03/2019
Emergencia por Vertido de químicos en Puerto Iguazú,"Autoridades confirmaron un vertido de químicos en Puerto Iguazú, Misiones. El incidente dejando varios heridos y daños materiales. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Derrame,-25.612289,-54.570057,20/07/2019
Confirman Intoxicación colectiva de gran magnitud en Gálvez,"Grave intoxicación colectiva ocurrió en las inmediaciones de Gálvez, Santa Fe. El incidente causando pérdidas millonarias y afectando a cientos de personas. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Intoxicación masiva,-32.013206,-61.226499,08/01/2024
"Se reporta Casos agrupados de enfermedad en zona de La Banda, Santiago del Estero","Grave casos agrupados de enfermedad ocurrió en las inmediaciones de La Banda, Santiago del Estero. El incidente obligando a evacuar a residentes de la zona. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Evento sanitario,-27.73807,-64.27896,17/06/2000
"General Pico en alerta por Alerta sanitaria, La Pampa","Grave alerta sanitaria ocurrió en las inmediaciones de General Pico, La Pampa. El incidente afectando gravemente la infraestructura local. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Evento sanitario,-35.656949,-63.731296,14/06/2000
Alerta epidemiológica deja múltiples daños en Gualeguaychú,"Un grave alerta epidemiológica se registró en Gualeguaychú, Entre Ríos. El incidente provocando pánico entre los residentes locales. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Evento sanitario,-32.997789,-58.467893,16/12/2019
"Consecuencias graves tras Intoxicación en establecimiento educativo en Tunuyán, Mendoza","Grave intoxicación en establecimiento educativo ocurrió en las inmediaciones de Tunuyán, Mendoza. El incidente dejando varios heridos y daños materiales. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Intoxicación masiva,-33.531338,-69.037343,07/12/2004
"Alerta por Vertido industrial tóxico en La Rioja, La Rioja","Autoridades confirmaron un vertido industrial tóxico en La Rioja, La Rioja. El incidente dejando un rastro de destrucción importante. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Derrame,-29.44975,-66.869903,16/07/2019
"Situación crítica por Derrame de combustible en Luján de Cuyo, Mendoza","Autoridades confirmaron un derrame de combustible en Luján de Cuyo, Mendoza. El incidente destruyendo viviendas y dejando a familias evacuadas. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Derrame,-33.050687,-68.9247,05/01/2021
"Serio incidente: Casos de intoxicación por consumo en Embarcación, Salta","Autoridades confirmaron un casos de intoxicación por consumo en Embarcación, Salta. El incidente con un saldo inicial de varias personas heridas. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Intoxicación masiva,-23.229816,-64.073616,28/05/2005
Clorinda afectado por Intoxicación por sustancias químicas,"Un grave intoxicación por sustancias químicas se registró en Clorinda, Formosa. El incidente provocando pánico entre los residentes locales. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Intoxicación masiva,-25.299895,-57.734208,26/07/2011
"Intoxicación en establecimiento educativo causa estragos en Junín, Buenos Aires","Un grave intoxicación en establecimiento educativo se registró en Junín, Buenos Aires. El incidente generando serios daños ambientales en la región. El municipio ha activado el protocolo de emergencias para esta situación.",Desastre Tecnológico - Intoxicación masiva,-34.564105,-60.914296,16/10/2001
"Vertido de químicos afecta a Concepción del Uruguay, Entre Ríos","Grave vertido de químicos ocurrió en las inmediaciones de Concepción del Uruguay, Entre Ríos. El incidente dejando un rastro de destrucción importante. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Derrame,-32.491532,-58.229612,28/05/2008
San Carlos de Bariloche sufre las consecuencias de Intoxicación colectiva,"Autoridades confirmaron un intoxicación colectiva en San Carlos de Bariloche, Río Negro. El incidente interrumpiendo servicios básicos en toda la zona. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Intoxicación masiva,-41.123313,-71.286445,23/06/2018
Alerta por Vertido contaminante en General Roca,"Grave vertido contaminante ocurrió en las inmediaciones de General Roca, Río Negro. El incidente dejando a varios sectores sin comunicación. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Contaminación,-39.056042,-67.559443,22/12/2016
"Derrame en curso de agua provoca emergencia en Salta, Salta","Un grave derrame en curso de agua se registró en Salta, Salta. El incidente obligando a evacuar a residentes de la zona. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Derrame,-24.750334,-65.413367,06/07/2003
"Impacto de Derrame de combustible en comunidad de Córdoba, Córdoba","Grave derrame de combustible ocurrió en las inmediaciones de Córdoba, Córdoba. El incidente generando preocupación entre autoridades provinciales. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Derrame,-31.444533,-64.202003,25/01/2005
Situación crítica por Contaminación ambiental severa en Perico,"Autoridades confirmaron un contaminación ambiental severa en Perico, Jujuy. El incidente dejando un rastro de destrucción importante. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Contaminación,-24.346253,-65.080862,30/05/2009
Alerta sanitaria afecta a Mar del Plata,"Autoridades confirmaron un alerta sanitaria en Mar del Plata, Buenos Aires. El incidente dejando un rastro de destrucción importante. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Evento sanitario,-37.957836,-57.499387,19/04/2006
"Equipos de emergencia atienden Emergencia de salud pública en Villa Dolores, Córdoba","Grave emergencia de salud pública ocurrió en las inmediaciones de Villa Dolores, Córdoba. El incidente generando caos en el transporte público y privado. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Evento sanitario,-31.938818,-65.215806,12/07/2007
"Autoridades responden a Casos múltiples de intoxicación en San Pedro de Jujuy, Jujuy","Un grave casos múltiples de intoxicación se registró en San Pedro de Jujuy, Jujuy. El incidente generando preocupación entre autoridades provinciales. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Intoxicación masiva,-24.269435,-64.836633,25/05/2013
"Evacuaciones por Derrame de sustancias tóxicas en Gálvez, Santa Fe","Grave derrame de sustancias tóxicas ocurrió en las inmediaciones de Gálvez, Santa Fe. El incidente provocando cortes de energía y problemas en el suministro de agua. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Desastre Tecnológico - Derrame,-32.045221,-61.185277,13/12/2014
"Envenenamiento masivo impacta en Puerto San Julián, Santa Cruz","Grave envenenamiento masivo ocurrió en las inmediaciones de Puerto San Julián, Santa Cruz. El incidente bloqueando las principales vías de acceso. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Intoxicación masiva,-49.314411,-67.716791,10/08/2010
Casos de intoxicación por consumo sorprende a habitantes de San Miguel de Tucumán,"Autoridades confirmaron un casos de intoxicación por consumo en San Miguel de Tucumán, Tucumán. El incidente generando caos en el transporte público y privado. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Intoxicación masiva,-26.817249,-65.190859,22/05/2004
Situación crítica por Vertido de químicos en Formosa,"Grave vertido de químicos ocurrió en las inmediaciones de Formosa, Formosa. El incidente causando pérdidas millonarias y afectando a cientos de personas. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Derrame,-26.195639,-58.153193,15/05/2009
"Vertido de químicos deja múltiples daños en Termas de Río Hondo, Santiago del Estero","Un grave vertido de químicos se registró en Termas de Río Hondo, Santiago del Estero. El incidente dejando varios heridos y daños materiales. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Derrame,-27.474581,-64.88759,26/01/2024
"Alerta epidemiológica causa estragos en Aguilares, Tucumán","Un grave alerta epidemiológica se registró en Aguilares, Tucumán. El incidente generando preocupación entre autoridades provinciales. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Evento sanitario,-27.43002,-65.579834,15/10/2000
"Derrame con riesgo ambiental afecta a Mercedes, Corrientes","Autoridades confirmaron un derrame con riesgo ambiental en Mercedes, Corrientes. El incidente bloqueando las principales vías de acceso. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Desastre Tecnológico - Derrame,-29.154133,-58.074189,27/04/2014
"Devastador Alerta sanitaria afecta a Villa Regina, Río Negro","Un grave alerta sanitaria se registró en Villa Regina, Río Negro. El incidente dejando a la población incomunicada por varias horas. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Evento sanitario,-39.134118,-67.062076,03/02/2025
"Autoridades responden a Intoxicación alimentaria masiva en Charata, Chaco","Grave intoxicación alimentaria masiva ocurrió en las inmediaciones de Charata, Chaco. El incidente con un saldo inicial de varias personas heridas. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Intoxicación masiva,-27.258008,-61.147588,11/05/2003
"Devastador Contaminación ambiental severa afecta a Mercedes, Corrientes","Un grave contaminación ambiental severa se registró en Mercedes, Corrientes. El incidente generando preocupación entre autoridades provinciales. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Contaminación,-29.190404,-58.066565,15/11/2010
"Santo Tomé en alerta por Emergencia de salud pública, Corrientes","Un grave emergencia de salud pública se registró en Santo Tomé, Corrientes. El incidente dejando un rastro de destrucción importante. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Evento sanitario,-28.501632,-56.025592,03/09/2019
"Equipos de emergencia atienden Propagación de enfermedad infecciosa en Córdoba, Córdoba","Grave propagación de enfermedad infecciosa ocurrió en las inmediaciones de Córdoba, Córdoba. El incidente destruyendo viviendas y dejando a familias evacuadas. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Evento sanitario,-31.46722,-64.222784,07/08/2012
"Habitantes de Jardín América afrontan Fuga de material peligroso, Misiones","Grave fuga de material peligroso ocurrió en las inmediaciones de Jardín América, Misiones. El incidente destruyendo viviendas y dejando a familias evacuadas. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Derrame,-27.030892,-55.183264,26/03/2016
"Crisis ambiental por contaminantes sorprende a habitantes de Tartagal, Salta","Un grave crisis ambiental por contaminantes se registró en Tartagal, Salta. El incidente destruyendo viviendas y dejando a familias evacuadas. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Contaminación,-22.548496,-63.791776,15/03/2012
"Evacuaciones por Vertido industrial tóxico en Corrientes, Corrientes","Un grave vertido industrial tóxico se registró en Corrientes, Corrientes. El incidente provocando cortes de energía y problemas en el suministro de agua. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Desastre Tecnológico - Derrame,-27.514889,-58.841178,01/01/2003
Derrame de combustible impacta en Chamical,"Autoridades confirmaron un derrame de combustible en Chamical, La Rioja. El incidente dejando un rastro de destrucción importante. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Derrame,-30.311927,-66.328217,06/09/2017
"Propagación de enfermedad infecciosa causa estragos en Concordia, Entre Ríos","Un grave propagación de enfermedad infecciosa se registró en Concordia, Entre Ríos. El incidente causando pérdidas millonarias y afectando a cientos de personas. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Evento sanitario,-31.344096,-58.043959,16/06/2023
Buenos Aires sufre las consecuencias de Derrame de sustancias tóxicas,"Autoridades confirmaron un derrame de sustancias tóxicas en Buenos Aires, CABA. El incidente dejando a varios sectores sin comunicación. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Derrame,-34.616254,-58.416791,11/08/2015
Devastador Derrame de sustancias tóxicas afecta a San Martín de los Andes,"Autoridades confirmaron un derrame de sustancias tóxicas en San Martín de los Andes, Neuquén. El incidente resultando en el cierre temporal de escuelas y comercios. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Derrame,-40.171541,-71.323402,05/01/2012
Comodoro Rivadavia en alerta por Crisis sanitaria,"Grave crisis sanitaria ocurrió en las inmediaciones de Comodoro Rivadavia, Chubut. El incidente afectando el normal desarrollo de actividades en la zona. Se ha establecido un centro de operaciones para coordinar las ayudas.",Desastre Tecnológico - Evento sanitario,-45.841658,-67.474469,28/09/2004
San Francisco sufre las consecuencias de Vertido contaminante,"Grave vertido contaminante ocurrió en las inmediaciones de San Francisco, Córdoba. El incidente bloqueando las principales vías de acceso. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Contaminación,-31.440228,-62.087194,10/08/2004
Brote epidémico afecta a La Boca,"Un grave brote epidémico se registró en La Boca, CABA. El incidente provocando la activación de protocolos de emergencia. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Evento sanitario,-34.65335,-58.369013,07/06/2003
Equipos de emergencia atienden Contaminación en río en Tandil,"Grave contaminación en río ocurrió en las inmediaciones de Tandil, Buenos Aires. El incidente dejando varios heridos y daños materiales. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Desastre Tecnológico - Contaminación,-37.364232,-59.148893,07/07/2016
"Devastador Crisis sanitaria afecta a San Ramón de la Nueva Orán, Salta","Un grave crisis sanitaria se registró en San Ramón de la Nueva Orán, Salta. El incidente bloqueando las principales vías de acceso. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Evento sanitario,-23.166815,-64.278485,12/10/2007
"Propagación de enfermedad infecciosa deja múltiples daños en Colón, Entre Ríos","Grave propagación de enfermedad infecciosa ocurrió en las inmediaciones de Colón, Entre Ríos. El incidente dejando un rastro de destrucción importante. La población ha sido alertada para tomar precauciones adicionales.",Desastre Tecnológico - Evento sanitario,-32.210938,-58.174884,23/08/2003
"Preocupación por Crisis ambiental por contaminantes en Embarcación, Salta","Un grave crisis ambiental por contaminantes se registró en Embarcación, Salta. El incidente resultando en el cierre temporal de escuelas y comercios. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Contaminación,-23.210232,-64.129527,27/07/2011
"Se reporta Brote epidémico en zona de San Rafael, Mendoza","Autoridades confirmaron un brote epidémico en San Rafael, Mendoza. El incidente interrumpiendo servicios básicos en toda la zona. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Evento sanitario,-34.577541,-68.338204,30/06/2008
Emergencia de salud pública provoca emergencia en Rosario,"Un grave emergencia de salud pública se registró en Rosario, Santa Fe. El incidente dejando a varios sectores sin comunicación. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Desastre Tecnológico - Evento sanitario,-32.930753,-60.640989,29/12/2021
"Evacuaciones por Derrame en curso de agua en Presidencia Roque Sáenz Peña, Chaco","Autoridades confirmaron un derrame en curso de agua en Presidencia Roque Sáenz Peña, Chaco. El incidente causando pérdidas millonarias y afectando a cientos de personas. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Derrame,-26.822865,-60.417611,09/11/2000
Preocupación por Propagación de enfermedad infecciosa en Pergamino,"Grave propagación de enfermedad infecciosa ocurrió en las inmediaciones de Pergamino, Buenos Aires. El incidente causando daños en cultivos y producción agrícola. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Evento sanitario,-33.856917,-60.556985,17/03/2005
"Alerta por Polución del aire en San Ramón de la Nueva Orán, Salta","Un grave polución del aire se registró en San Ramón de la Nueva Orán, Salta. El incidente causando pérdidas millonarias y afectando a cientos de personas. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Contaminación,-23.152945,-64.370227,18/04/2018
"Emergencia por Derrame de sustancias tóxicas en Jardín América, Misiones","Autoridades confirmaron un derrame de sustancias tóxicas en Jardín América, Misiones. El incidente bloqueando las principales vías de acceso. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Derrame,-27.020967,-55.241631,10/06/2004
"Pirané en alerta por Polución del aire, Formosa","Un grave polución del aire se registró en Pirané, Formosa. El incidente resultando en el cierre temporal de escuelas y comercios. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Contaminación,-25.725857,-59.117195,20/08/2008
"Habitantes de Comodoro Rivadavia afrontan Polución industrial, Chubut","Autoridades confirmaron un polución industrial en Comodoro Rivadavia, Chubut. El incidente causando pérdidas millonarias y afectando a cientos de personas. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Desastre Tecnológico - Contaminación,-45.889909,-67.495713,19/08/2012
Autoridades responden a Alerta epidemiológica en Recoleta,"Autoridades confirmaron un alerta epidemiológica en Recoleta, CABA. El incidente afectando el normal desarrollo de actividades en la zona. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Desastre Tecnológico - Evento sanitario,-34.583686,-58.413227,28/06/2019
Preocupación por Derrame de combustible en San Fernando del Valle de Catamarca,"Un grave derrame de combustible se registró en San Fernando del Valle de Catamarca, Catamarca. El incidente afectando gravemente la infraestructura local. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Derrame,-28.431898,-65.741573,14/05/2006
Preocupación por Crisis ambiental por contaminantes en Cosquín,"Un grave crisis ambiental por contaminantes se registró en Cosquín, Córdoba. El incidente causando pérdidas millonarias y afectando a cientos de personas. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Contaminación,-31.224487,-64.469936,03/09/2010
"Alerta por Alerta sanitaria en Reconquista, Santa Fe","Autoridades confirmaron un alerta sanitaria en Reconquista, Santa Fe. El incidente provocando pánico entre los residentes locales. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Evento sanitario,-29.157911,-59.637911,08/11/2018
"Andalgalá en alerta por Contaminación en río, Catamarca","Un grave contaminación en río se registró en Andalgalá, Catamarca. El incidente provocando pánico entre los residentes locales. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Contaminación,-27.575144,-66.266622,08/02/2011
"Emergencia por Intoxicación alimentaria masiva en Quitilipi, Chaco","Un grave intoxicación alimentaria masiva se registró en Quitilipi, Chaco. El incidente dejando varios heridos y daños materiales. Bomberos y personal de seguridad trabajan intensamente en la zona.",Desastre Tecnológico - Intoxicación masiva,-26.83896,-60.254558,21/03/2002
"Emergencia por Intoxicación por sustancias químicas en Tolhuin, Tierra del Fuego","Autoridades confirmaron un intoxicación por sustancias químicas en Tolhuin, Tierra del Fuego. El incidente interrumpiendo servicios básicos en toda la zona. Se han habilitado refugios temporales para las familias afectadas.",Desastre Tecnológico - Intoxicación masiva,-54.505385,-67.166135,19/12/2013
"Vertido contaminante causa estragos en Zapala, Neuquén","Un grave vertido contaminante se registró en Zapala, Neuquén. El incidente generando preocupación entre autoridades provinciales. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Contaminación,-38.866134,-70.013609,23/12/2010
Declaran emergencia tras Alerta sanitaria en San Francisco,"Autoridades confirmaron un alerta sanitaria en San Francisco, Córdoba. El incidente resultando en el cierre temporal de escuelas y comercios. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Evento sanitario,-31.415822,-62.069017,22/04/2014
Impacto de Fuga de material peligroso en comunidad de San Salvador de Jujuy,"Un grave fuga de material peligroso se registró en San Salvador de Jujuy, Jujuy. El incidente causando daños en cultivos y producción agrícola. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Desastre Tecnológico - Derrame,-24.175638,-65.311325,26/09/2002
Casos múltiples de intoxicación causa estragos en Esquel,"Un grave casos múltiples de intoxicación se registró en Esquel, Chubut. El incidente dejando a la población incomunicada por varias horas. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Desastre Tecnológico - Intoxicación masiva,-42.89828,-71.282758,16/02/2001
"Emergencia sanitaria por intoxicación causa estragos en San Martín, Mendoza","Un grave emergencia sanitaria por intoxicación se registró en San Martín, Mendoza. El incidente provocando cortes de energía y problemas en el suministro de agua. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Desastre Tecnológico - Intoxicación masiva,-33.109697,-68.51738,14/01/2002
Devastador Derrame en curso de agua afecta a La Toma,"Autoridades confirmaron un derrame en curso de agua en La Toma, San Luis. El incidente interrumpiendo servicios básicos en toda la zona. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Desastre Tecnológico - Derrame,-33.077238,-65.642381,04/06/2008
"Emisión de sustancias tóxicas provoca emergencia en San Fernando del Valle de Catamarca, Catamarca","Grave emisión de sustancias tóxicas ocurrió en las inmediaciones de San Fernando del Valle de Catamarca, Catamarca. El incidente provocando la activación de protocolos de emergencia. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Desastre Tecnológico - Contaminación,-28.490378,-65.766412,21/07/2015
"Confirman Contaminación de fuente hídrica de gran magnitud en Santa María, Catamarca","Grave contaminación de fuente hídrica ocurrió en las inmediaciones de Santa María, Catamarca. El incidente provocando cortes de energía y problemas en el suministro de agua. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Desastre Tecnológico - Contaminación,-26.677508,-66.081558,28/02/2007
Se reporta Fuga de material peligroso en zona de Sarmiento,"Un grave fuga de material peligroso se registró en Sarmiento, Chubut. El incidente destruyendo viviendas y dejando a familias evacuadas. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Desastre Tecnológico - Derrame,-45.570265,-69.101655,19/10/2007
"Casos de intoxicación por consumo genera crisis en Recoleta, CABA","Un grave casos de intoxicación por consumo se registró en Recoleta, CABA. El incidente provocando pánico entre los residentes locales. Equipos de rescate continúan buscando posibles víctimas.",Desastre Tecnológico - Intoxicación masiva,-34.585443,-58.362883,13/04/2004
